time[s];Vsg[mV];pH/ion concentration [mM]
4905.04;2369.10;-3.860
4910.04;2368.90;-3.860
4915.02;2369.00;-3.860
4920.00;2369.35;-3.870
4925.26;2369.00;-3.860
4930.25;2369.15;-3.860
4935.23;2369.10;-3.860
4940.21;2369.15;-3.860
4945.20;2368.85;-3.860
4950.18;2369.00;-3.860
4955.17;2369.05;-3.860
4960.16;2369.05;-3.860
4965.15;2369.00;-3.860
4970.13;2368.90;-3.860
4975.10;2369.05;-3.860
4980.10;2368.80;-3.860
4985.08;2369.20;-3.860
4990.06;2368.95;-3.860
4995.05;2369.00;-3.860
5000.03;2368.90;-3.860
5005.01;2369.10;-3.860
5010.59;2368.96;-3.860
5015.58;2369.01;-3.860
5020.56;2369.06;-3.860
5025.54;2368.98;-3.860
5030.52;2369.16;-3.860
5035.51;2369.00;-3.860
5040.50;2369.05;-3.860
5045.49;2368.94;-3.860
5050.47;2369.07;-3.860
5055.45;2369.16;-3.860
5060.44;2368.94;-3.860
5065.42;2368.98;-3.860
5070.40;2369.21;-3.868
5075.39;2368.99;-3.860
5080.37;2369.16;-3.860
5085.35;2369.06;-3.860
5090.33;2368.95;-3.860
5095.32;2368.84;-3.860
5100.31;2368.87;-3.860
5105.29;2368.80;-3.860
5110.27;2368.89;-3.860
5115.26;2368.82;-3.860
5120.24;2368.88;-3.860
5125.23;2368.66;-3.852
5130.21;2368.86;-3.860
5135.19;2368.53;-3.850
5140.17;2368.99;-3.860
5145.17;2368.95;-3.860
5150.15;2368.81;-3.858
5155.13;2368.70;-3.852
5160.11;2368.86;-3.860
5165.09;2368.67;-3.852
5170.06;2368.71;-3.856
5175.00;2368.82;-3.860
5180.28;2368.65;-3.850
5185.26;2368.60;-3.850
5190.25;2368.85;-3.860
5195.22;2368.80;-3.860
5200.21;2368.50;-3.850
5205.20;2368.55;-3.850
5210.18;2368.60;-3.850
5215.17;2368.20;-3.850
5220.16;2368.65;-3.850
5225.14;2368.60;-3.850
5230.12;2368.55;-3.850
5235.10;2368.60;-3.850
5240.08;2368.50;-3.850
5245.06;2368.60;-3.850
5250.05;2368.40;-3.850
5255.03;2368.45;-3.850
5260.03;2368.55;-3.850
5265.01;2368.45;-3.850
5270.59;2368.39;-3.850
5275.58;2368.29;-3.850
5280.56;2368.23;-3.850
5285.54;2368.55;-3.850
5290.52;2368.52;-3.850
5295.51;2368.50;-3.850
5300.50;2368.39;-3.850
5305.47;2368.67;-3.858
5310.46;2368.34;-3.850
5315.45;2368.46;-3.850
5320.43;2368.49;-3.850
5325.42;2368.50;-3.850
5330.40;2368.48;-3.850
5335.39;2368.52;-3.850
5340.37;2368.56;-3.850
5345.34;2368.31;-3.850
5350.34;2368.35;-3.850
5355.31;2368.36;-3.850
5360.31;2368.28;-3.850
5365.29;2368.51;-3.850
5370.27;2368.52;-3.850
5375.26;2368.31;-3.850
5380.24;2368.29;-3.850
5385.23;2368.29;-3.850
5390.21;2368.32;-3.850
5395.19;2368.46;-3.850
5400.17;2368.31;-3.850
5405.16;2368.33;-3.850
5410.15;2368.37;-3.850
5415.12;2368.51;-3.850
5420.11;2368.36;-3.850
5425.09;2368.42;-3.850
5430.07;2368.28;-3.850
5435.06;2368.42;-3.850
5440.04;2368.30;-3.850
5445.04;2368.19;-3.850
5450.02;2368.26;-3.850
5455.00;2368.43;-3.850
5460.27;2368.40;-3.850
5465.25;2368.50;-3.850
5470.23;2368.20;-3.850
5475.21;2368.25;-3.850
5480.20;2368.30;-3.850
5485.18;2368.50;-3.850
5490.18;2368.35;-3.850
5495.16;2368.35;-3.850
5500.15;2368.45;-3.850
5505.13;2368.30;-3.850
5510.11;2368.30;-3.850
5515.10;2368.30;-3.850
5520.08;2368.20;-3.850
5525.06;2368.55;-3.850
5530.04;2368.50;-3.850
5535.03;2368.25;-3.850
5540.01;2368.25;-3.850
5545.28;2368.50;-3.850
5550.27;2368.55;-3.850
5555.25;2368.50;-3.850
5560.23;2368.55;-3.850
5565.22;2368.50;-3.850
5570.20;2368.40;-3.850
5575.19;2368.50;-3.850
5580.17;2368.50;-3.850
5585.16;2368.35;-3.850
5590.15;2368.15;-3.850
5595.12;2368.30;-3.850
5600.12;2368.40;-3.850
5605.10;2368.45;-3.850
5610.08;2368.70;-3.860
5615.07;2368.80;-3.860
5620.05;2368.80;-3.860
5625.03;2368.80;-3.860
5630.01;2369.05;-3.860
5635.01;2369.05;-3.860
5640.58;2369.02;-3.860
5645.56;2368.95;-3.860
5650.56;2368.87;-3.860
5655.54;2369.09;-3.862
5660.53;2369.09;-3.860
5665.51;2368.98;-3.860
5670.49;2369.12;-3.860
5675.47;2369.03;-3.860
5680.46;2369.25;-3.870
5685.44;2369.37;-3.870
5690.43;2369.34;-3.868
5695.41;2369.18;-3.862
5700.40;2369.21;-3.868
5705.39;2369.17;-3.860
5710.37;2369.29;-3.870
5715.36;2369.26;-3.870
5720.34;2369.09;-3.860
5725.31;2369.15;-3.860
5730.31;2369.31;-3.870
5735.29;2369.23;-3.868
5740.27;2368.98;-3.860
5745.26;2369.00;-3.860
5750.24;2368.96;-3.860
5755.23;2369.07;-3.860
5760.21;2369.00;-3.860
5765.19;2369.07;-3.860
5770.18;2368.93;-3.860
5775.17;2368.69;-3.858
5780.16;2368.86;-3.860
5785.13;2368.96;-3.860
5790.11;2368.92;-3.858
5795.11;2368.81;-3.858
5800.09;2368.65;-3.850
5805.08;2368.51;-3.852
5810.06;2368.88;-3.860
5815.04;2368.68;-3.852
5820.02;2368.55;-3.850
5825.00;2368.44;-3.850
5830.28;2368.60;-3.850
5835.26;2368.50;-3.850
5840.24;2368.70;-3.860
5845.23;2368.60;-3.850
5850.21;2368.70;-3.860
5855.20;2368.50;-3.850
5860.18;2368.65;-3.850
5865.17;2368.70;-3.860
5870.15;2368.50;-3.850
5875.14;2368.70;-3.860
5880.12;2368.65;-3.850
5885.10;2368.65;-3.850
5890.08;2368.60;-3.850
5895.06;2368.30;-3.850
5900.06;2368.35;-3.850
5905.04;2368.40;-3.850
5910.03;2368.60;-3.850
5915.01;2368.55;-3.850
5920.59;2368.32;-3.850
5925.58;2368.32;-3.850
5930.56;2368.44;-3.850
5935.54;2368.48;-3.850
5940.52;2368.38;-3.850
5945.52;2368.45;-3.850
5950.50;2368.51;-3.850
5955.49;2368.40;-3.850
5960.47;2368.24;-3.850
5965.44;2368.30;-3.850
5970.44;2368.26;-3.850
5975.42;2368.42;-3.850
5980.40;2368.49;-3.850
5985.39;2368.54;-3.850
5990.38;2368.30;-3.850
5995.35;2368.34;-3.850
6000.35;2368.27;-3.850
6005.32;2368.45;-3.850
6010.31;2368.57;-3.856
6015.29;2368.40;-3.850
6020.27;2368.58;-3.850
6025.27;2368.38;-3.850
6030.26;2368.23;-3.850
6035.23;2368.30;-3.850
6040.22;2368.31;-3.850
6045.21;2368.35;-3.850
6050.19;2368.43;-3.850
6055.17;2368.22;-3.850
6060.16;2368.05;-3.850
6065.15;2368.27;-3.850
6070.12;2368.39;-3.850
6075.06;2368.38;-3.850
6080.04;2368.30;-3.850
6085.02;2368.27;-3.850
6090.00;2368.56;-3.850
6095.28;2368.50;-3.850
6100.26;2368.55;-3.850
6105.24;2368.35;-3.850
6110.23;2368.35;-3.850
6115.21;2368.25;-3.850
6120.20;2368.30;-3.850
6125.18;2368.35;-3.850
6130.17;2369.10;-3.860
6135.16;2368.85;-3.860
6140.15;2368.35;-3.850
6145.11;2368.50;-3.850
6150.11;2368.50;-3.850
6155.10;2368.35;-3.850
6160.08;2368.40;-3.850
6165.06;2368.50;-3.850
6170.04;2368.45;-3.850
6175.03;2368.30;-3.850
6180.01;2368.25;-3.850
6185.01;2368.40;-3.850
6190.27;2368.45;-3.850
6195.25;2368.60;-3.850
6200.24;2368.35;-3.850
6205.22;2368.45;-3.850
6210.20;2368.35;-3.850
6215.19;2368.30;-3.850
6220.17;2368.50;-3.850
6225.17;2368.30;-3.850
6230.16;2368.40;-3.850
6235.14;2368.35;-3.850
6240.12;2368.20;-3.850
6245.10;2368.20;-3.850
6250.08;2368.50;-3.850
6255.07;2368.30;-3.850
6260.06;2368.40;-3.850
6265.05;2368.20;-3.850
6270.03;2368.35;-3.850
6275.01;2368.25;-3.850
6280.60;2368.43;-3.850
6285.58;2368.27;-3.850
6290.56;2368.48;-3.850
6295.54;2368.51;-3.850
6300.54;2368.43;-3.850
6305.53;2368.38;-3.850
6310.51;2368.39;-3.850
6315.49;2368.45;-3.850
6320.47;2368.50;-3.850
6325.46;2368.63;-3.858
6330.44;2368.42;-3.850
6335.43;2368.33;-3.850
6340.42;2368.41;-3.850
6345.40;2368.29;-3.850
6350.39;2368.50;-3.850
6355.37;2368.53;-3.850
6360.36;2368.45;-3.850
6365.34;2368.41;-3.850
6370.33;2368.39;-3.850
6375.31;2368.49;-3.850
6380.30;2368.39;-3.850
6385.28;2368.60;-3.850
6390.26;2368.29;-3.852
6395.24;2368.50;-3.850
6400.23;2368.47;-3.850
6405.22;2368.33;-3.850
6410.19;2368.48;-3.850
6415.19;2368.43;-3.850
6420.18;2368.54;-3.852
6425.16;2368.68;-3.860
6430.15;2368.67;-3.860
6435.13;2368.70;-3.858
6440.11;2368.54;-3.850
6445.09;2368.59;-3.850
6450.08;2368.33;-3.850
6455.07;2368.45;-3.850
6460.06;2368.60;-3.852
6465.04;2368.51;-3.850
6470.02;2368.43;-3.850
6475.00;2368.20;-3.850
6480.28;2368.40;-3.850
6485.25;2368.45;-3.850
6490.25;2368.60;-3.850
6495.23;2368.40;-3.850
6500.21;2368.45;-3.850
6505.20;2368.60;-3.850
6510.18;2368.70;-3.860
6515.17;2368.65;-3.860
6520.16;2368.60;-3.850
6525.15;2368.65;-3.860
6530.12;2368.75;-3.860
6535.12;2368.70;-3.860
6540.10;2368.60;-3.850
6545.08;2368.75;-3.860
6550.06;2368.80;-3.860
6555.05;2368.70;-3.860
6560.03;2368.55;-3.850
6565.01;2368.80;-3.860
6570.00;2368.90;-3.860
6575.58;2368.85;-3.860
6580.58;2368.68;-3.860
6585.56;2368.72;-3.860
6590.54;2368.83;-3.860
6595.52;2368.91;-3.860
6600.51;2368.83;-3.860
6605.50;2368.65;-3.860
6610.48;2368.63;-3.854
6615.47;2368.80;-3.860
6620.45;2368.63;-3.854
6625.43;2368.72;-3.856
6630.42;2368.77;-3.860
6635.41;2368.75;-3.860
6640.38;2368.75;-3.860
6645.38;2368.79;-3.860
6650.35;2368.82;-3.860
6655.35;2368.89;-3.860
6660.32;2368.67;-3.860
6665.30;2368.73;-3.860
6670.29;2368.64;-3.854
6675.29;2368.71;-3.860
6680.27;2368.64;-3.854
6685.26;2368.58;-3.850
6690.24;2368.62;-3.854
6695.22;2368.85;-3.860
6700.21;2368.67;-3.860
6705.19;2368.76;-3.860
6710.17;2368.82;-3.860
6715.17;2368.64;-3.854
6720.15;2368.90;-3.860
6725.12;2368.88;-3.860
6730.12;2368.81;-3.860
6735.10;2368.82;-3.860
6740.09;2368.99;-3.860
6745.07;2368.75;-3.860
6750.05;2368.89;-3.860
6755.04;2368.86;-3.860
6760.02;2368.83;-3.860
6765.02;2368.87;-3.860
6770.00;2369.29;-3.866
6775.21;2368.90;-3.860
6780.14;2368.80;-3.860
6785.12;2368.80;-3.860
6790.10;2368.85;-3.860
6795.08;2368.65;-3.860
6800.08;2372.85;-3.930
6805.01;2368.81;-3.860
6810.28;2368.70;-3.860
6815.26;2368.60;-3.850
6820.19;2368.35;-3.850
6825.18;2369.10;-3.860
6830.16;2368.80;-3.860
6835.15;2368.95;-3.860
6840.13;2368.80;-3.860
6845.12;2368.85;-3.860
6850.10;2368.05;-3.850
6855.09;2368.75;-3.860
6860.07;2369.00;-3.860
6865.06;2368.90;-3.860
6870.04;2368.85;-3.860
6875.03;2368.80;-3.860
6880.01;2368.95;-3.860
6885.60;2368.98;-3.860
6890.58;2369.19;-3.868
6895.57;2369.09;-3.860
6900.55;2369.23;-3.868
6905.54;2369.12;-3.860
6910.52;2369.04;-3.860
6915.51;2369.04;-3.860
6920.49;2369.02;-3.860
6925.48;2368.91;-3.860
6930.12;2368.90;-3.860
6935.08;2368.75;-3.860
6940.06;2368.70;-3.860
6945.05;2368.90;-3.860
6950.03;2368.95;-3.860
6955.02;2368.90;-3.860
6960.60;2368.85;-3.860
6965.58;2369.00;-3.860
6970.57;2369.00;-3.860
6975.56;2369.05;-3.860
