time[s];Vsg[mV];pH/ion concentration [mM]
4685.18;2340.32;-3.360
4690.17;2340.20;-3.360
4695.15;2340.11;-3.360
4700.14;2340.24;-3.360
4705.13;2340.20;-3.360
4710.11;2340.07;-3.360
4715.10;2340.11;-3.360
4720.09;2340.25;-3.360
4725.07;2340.24;-3.360
4730.06;2340.31;-3.360
4735.04;2340.23;-3.360
4740.03;2340.31;-3.360
4745.02;2340.19;-3.360
4750.00;2340.25;-3.360
4755.27;2340.35;-3.360
4760.26;2340.10;-3.360
4765.25;2340.20;-3.360
4770.23;2340.10;-3.360
4775.22;2340.15;-3.360
4780.20;2340.20;-3.360
4785.19;2340.25;-3.360
4790.18;2340.05;-3.360
4795.16;2340.15;-3.360
4800.15;2340.30;-3.360
4805.14;2340.20;-3.360
4810.12;2340.20;-3.360
4815.11;2340.30;-3.360
4820.10;2340.35;-3.360
4825.08;2340.10;-3.360
4830.07;2340.20;-3.360
4835.06;2340.15;-3.360
4840.27;2340.15;-3.360
4845.20;2340.40;-3.360
4850.18;2340.25;-3.360
4855.17;2340.45;-3.360
4860.16;2340.20;-3.360
4865.14;2340.20;-3.360
4870.13;2340.20;-3.360
4875.11;2340.10;-3.360
4880.10;2340.00;-3.360
4885.09;2340.15;-3.360
4890.07;2340.15;-3.360
4895.06;2340.25;-3.360
4900.05;2340.25;-3.360
4905.03;2340.20;-3.360
4910.02;2339.90;-3.350
4915.00;2340.05;-3.360
4920.59;2340.15;-3.360
4925.58;2339.98;-3.356
4930.56;2340.11;-3.360
4935.55;2340.14;-3.360
4940.53;2340.12;-3.360
4945.52;2339.98;-3.356
4950.51;2340.15;-3.360
4955.49;2340.09;-3.360
4960.48;2340.00;-3.360
4965.47;2340.09;-3.360
4970.45;2340.00;-3.360
4975.44;2340.20;-3.360
4980.43;2340.13;-3.360
4985.41;2340.07;-3.360
4990.40;2340.19;-3.360
4995.38;2340.13;-3.360
5000.37;2339.99;-3.354
5005.36;2340.08;-3.360
5010.34;2340.02;-3.356
5015.33;2340.14;-3.360
5020.31;2340.04;-3.354
5025.30;2340.07;-3.360
5030.29;2340.11;-3.356
5035.27;2340.07;-3.360
5040.26;2340.21;-3.360
5045.25;2340.13;-3.360
5050.23;2339.95;-3.350
5055.22;2340.12;-3.360
5060.21;2340.07;-3.360
5065.19;2340.03;-3.360
5070.18;2339.97;-3.354
5075.16;2340.09;-3.360
5080.15;2340.04;-3.360
5085.14;2339.90;-3.350
5090.13;2339.90;-3.350
5095.11;2339.94;-3.354
5100.10;2339.92;-3.350
5105.08;2340.00;-3.360
5110.07;2339.89;-3.356
5115.06;2339.91;-3.350
5120.04;2339.84;-3.350
5125.03;2340.04;-3.360
5130.02;2339.80;-3.350
5135.00;2339.99;-3.356
5140.27;2340.00;-3.360
5145.26;2340.00;-3.360
5150.24;2340.05;-3.360
5155.23;2339.95;-3.350
5160.21;2340.05;-3.360
5165.16;2340.10;-3.360
5170.13;2340.10;-3.360
5175.12;2339.80;-3.350
5180.11;2339.95;-3.350
5185.09;2340.05;-3.360
5190.08;2340.05;-3.360
5195.06;2340.15;-3.360
5200.05;2340.20;-3.360
5205.04;2340.10;-3.360
5210.02;2339.95;-3.350
5215.01;2340.10;-3.360
5220.28;2340.10;-3.360
5225.26;2340.20;-3.360
5230.25;2340.30;-3.360
5235.23;2340.35;-3.360
5240.22;2339.95;-3.350
5245.21;2340.10;-3.360
5250.19;2340.15;-3.360
5255.18;2340.20;-3.360
5260.17;2340.10;-3.360
5265.15;2340.10;-3.360
5270.14;2340.35;-3.360
5275.13;2340.25;-3.360
5280.11;2340.20;-3.360
5285.10;2340.20;-3.360
5290.08;2340.10;-3.360
5295.07;2340.25;-3.360
5300.06;2340.15;-3.360
5305.04;2340.00;-3.360
5310.03;2340.20;-3.360
5315.01;2340.15;-3.360
5320.00;2340.45;-3.360
5325.59;2340.11;-3.360
5330.57;2340.02;-3.360
5335.56;2340.19;-3.360
5340.54;2340.14;-3.360
5345.53;2340.30;-3.360
5350.52;2340.24;-3.360
5355.50;2340.11;-3.360
5360.49;2340.14;-3.360
5365.48;2340.08;-3.358
5370.46;2339.93;-3.352
5375.45;2340.12;-3.360
5380.44;2340.05;-3.360
5385.42;2340.01;-3.360
5390.41;2340.46;-3.368
5395.39;2340.11;-3.360
5400.38;2340.26;-3.360
5405.36;2340.09;-3.360
5410.35;2340.13;-3.360
5415.34;2339.92;-3.352
5420.32;2340.47;-3.360
5425.31;2340.23;-3.360
5430.30;2340.33;-3.360
5435.28;2340.18;-3.360
5440.22;2340.38;-3.360
5445.20;2340.45;-3.364
5450.18;2340.33;-3.360
5455.17;2340.23;-3.360
5460.16;2340.29;-3.360
5465.14;2340.17;-3.360
5470.13;2340.15;-3.360
5475.12;2340.22;-3.360
5480.10;2340.19;-3.360
5485.09;2340.20;-3.360
5490.07;2340.15;-3.360
5495.06;2340.43;-3.360
5500.05;2340.35;-3.366
5505.03;2339.95;-3.350
5510.02;2340.03;-3.360
5515.00;2340.11;-3.360
5520.27;2340.00;-3.360
5525.26;2340.15;-3.360
5530.24;2340.10;-3.360
5535.23;2340.05;-3.360
5540.22;2340.10;-3.360
5545.20;2340.05;-3.360
5550.19;2339.95;-3.350
5555.18;2340.25;-3.360
5560.16;2340.00;-3.360
5565.15;2340.05;-3.360
5570.13;2339.75;-3.350
5575.12;2339.95;-3.350
5580.11;2340.05;-3.360
5585.09;2340.15;-3.360
5590.08;2340.20;-3.360
5595.06;2340.05;-3.360
5600.05;2340.20;-3.360
5605.04;2340.10;-3.360
5610.02;2340.25;-3.360
5615.01;2340.15;-3.360
5620.60;2340.21;-3.360
5625.58;2340.17;-3.360
5630.57;2340.12;-3.360
5635.55;2340.20;-3.360
5640.54;2339.95;-3.350
5645.53;2340.18;-3.360
5650.51;2340.19;-3.360
5655.50;2340.27;-3.360
5660.48;2340.24;-3.360
5665.47;2340.02;-3.360
5670.46;2340.07;-3.360
5675.44;2340.13;-3.360
5680.43;2340.05;-3.360
5685.41;2340.12;-3.360
5690.40;2340.12;-3.360
5695.38;2340.09;-3.360
5700.37;2340.16;-3.360
5705.36;2340.08;-3.360
5710.34;2340.09;-3.360
5715.33;2340.04;-3.360
5720.32;2340.04;-3.360
5725.30;2340.02;-3.360
5730.29;2340.04;-3.360
5735.27;2339.94;-3.350
5740.26;2339.93;-3.352
5745.25;2340.01;-3.360
5750.23;2339.77;-3.352
5755.22;2340.06;-3.360
5760.20;2339.98;-3.352
5765.19;2340.12;-3.360
5770.17;2340.07;-3.360
5775.16;2339.99;-3.358
5780.15;2340.08;-3.358
5785.13;2340.03;-3.360
5790.12;2340.06;-3.360
5795.10;2340.15;-3.360
5800.09;2340.03;-3.358
5805.08;2340.08;-3.360
5810.06;2340.04;-3.360
5815.05;2340.03;-3.360
5820.03;2340.11;-3.360
5825.02;2340.07;-3.358
5830.00;2340.07;-3.358
5835.27;2340.00;-3.360
5840.26;2340.20;-3.360
5845.24;2340.10;-3.360
5850.18;2340.05;-3.360
5855.16;2340.25;-3.360
5860.14;2340.25;-3.360
5865.13;2340.05;-3.360
5870.11;2340.00;-3.360
5875.10;2340.20;-3.360
5880.08;2340.20;-3.360
5885.07;2340.15;-3.360
5890.06;2340.15;-3.360
5895.04;2340.10;-3.360
5900.03;2339.95;-3.350
5905.01;2340.05;-3.360
5910.00;2340.15;-3.360
5915.27;2340.05;-3.360
5920.26;2340.10;-3.360
5925.24;2339.95;-3.350
5930.23;2340.20;-3.360
5935.22;2339.90;-3.350
5940.20;2340.05;-3.360
5945.18;2340.10;-3.360
5950.17;2340.10;-3.360
5955.15;2340.00;-3.360
5960.14;2340.10;-3.360
5965.13;2340.10;-3.360
5970.06;2339.95;-3.350
5975.04;2340.05;-3.360
5980.03;2339.90;-3.350
5985.01;2340.00;-3.360
5990.60;2339.92;-3.356
5995.58;2340.02;-3.360
6000.57;2340.02;-3.356
6005.56;2339.89;-3.350
6010.54;2340.00;-3.356
6015.53;2339.98;-3.356
6020.51;2339.95;-3.354
6025.50;2339.81;-3.350
6030.48;2339.98;-3.356
6035.47;2339.98;-3.356
6040.46;2340.07;-3.360
6045.44;2339.79;-3.350
6050.43;2340.08;-3.360
6055.41;2339.96;-3.354
6060.40;2340.04;-3.360
6065.35;2339.99;-3.358
6070.31;2340.01;-3.360
6075.30;2339.90;-3.350
6080.28;2339.99;-3.358
6085.27;2339.84;-3.352
6090.26;2340.03;-3.358
6095.24;2340.09;-3.360
6100.23;2340.00;-3.360
6105.21;2339.86;-3.350
6110.20;2340.01;-3.360
6115.19;2339.91;-3.350
6120.17;2339.90;-3.350
6125.16;2340.11;-3.358
6130.14;2339.95;-3.350
6135.13;2339.94;-3.350
6140.11;2339.93;-3.350
6145.10;2339.90;-3.350
6150.09;2340.04;-3.360
6155.07;2339.90;-3.350
6160.06;2339.84;-3.352
6165.04;2339.92;-3.352
6170.03;2339.82;-3.350
6175.02;2339.87;-3.350
6180.28;2340.00;-3.360
6185.27;2339.90;-3.350
6190.25;2340.10;-3.360
6195.24;2339.85;-3.350
6200.23;2339.90;-3.350
6205.21;2339.85;-3.350
6210.20;2339.90;-3.350
6215.18;2340.05;-3.360
6220.17;2339.95;-3.350
6225.15;2340.00;-3.360
6230.14;2339.90;-3.350
6235.12;2340.20;-3.360
6240.11;2339.85;-3.350
6245.10;2339.60;-3.350
6250.08;2339.75;-3.350
6255.07;2339.75;-3.350
6260.05;2339.45;-3.350
6265.04;2339.55;-3.350
6270.02;2339.55;-3.350
6275.01;2339.70;-3.350
6280.28;2339.70;-3.350
6285.26;2340.05;-3.360
6290.25;2339.95;-3.350
6295.23;2340.05;-3.360
6300.22;2340.05;-3.360
6305.21;2339.90;-3.350
6310.19;2340.15;-3.360
6315.18;2340.05;-3.360
6320.17;2339.90;-3.350
6325.15;2340.05;-3.360
6330.14;2340.05;-3.360
6335.13;2339.85;-3.350
6340.11;2340.00;-3.360
6345.10;2339.95;-3.350
6350.08;2339.90;-3.350
6355.07;2340.10;-3.360
6360.05;2339.95;-3.350
6365.04;2339.85;-3.350
6370.02;2339.90;-3.350
6375.01;2339.90;-3.350
6380.60;2339.92;-3.352
6385.58;2339.82;-3.350
6390.57;2340.12;-3.360
6395.55;2339.89;-3.350
6400.54;2340.06;-3.360
6405.52;2340.14;-3.360
6410.51;2340.09;-3.360
6415.50;2340.17;-3.360
6420.48;2340.08;-3.360
6425.47;2339.97;-3.352
6430.45;2340.08;-3.360
6435.44;2340.10;-3.360
6440.42;2340.25;-3.360
6445.41;2340.15;-3.360
6450.40;2340.14;-3.358
6455.38;2340.07;-3.360
6460.37;2340.17;-3.360
6465.35;2340.11;-3.360
6470.34;2340.03;-3.360
6475.32;2340.11;-3.360
6480.31;2340.26;-3.360
6485.29;2340.22;-3.360
6490.28;2340.08;-3.360
6495.27;2340.13;-3.360
6500.25;2340.07;-3.360
6505.24;2340.18;-3.360
6510.22;2340.15;-3.360
6515.21;2340.07;-3.358
6520.19;2340.10;-3.360
6525.18;2340.12;-3.360
6530.17;2339.98;-3.358
6535.15;2340.00;-3.360
6540.14;2340.11;-3.358
6545.12;2340.04;-3.360
6550.11;2340.05;-3.360
6555.10;2339.95;-3.350
6560.08;2340.09;-3.360
6565.07;2339.94;-3.350
6570.06;2339.83;-3.350
6575.04;2339.88;-3.352
6580.03;2339.89;-3.350
6585.01;2339.90;-3.350
6590.28;2339.85;-3.350
6595.27;2339.70;-3.350
6600.25;2339.90;-3.350
6605.24;2339.90;-3.350
6610.23;2340.05;-3.360
6615.21;2339.80;-3.350
6620.20;2339.75;-3.350
6625.18;2340.00;-3.360
6630.17;2339.60;-3.350
6635.15;2339.75;-3.350
6640.14;2339.85;-3.350
6645.13;2339.70;-3.350
6650.11;2340.05;-3.360
6655.10;2339.80;-3.350
6660.08;2339.80;-3.350
6665.07;2339.70;-3.350
6670.05;2339.65;-3.350
6675.04;2339.55;-3.350
6680.03;2339.75;-3.350
6685.01;2339.65;-3.350
6690.60;2339.84;-3.350
6695.58;2339.71;-3.350
6700.57;2339.73;-3.350
6705.56;2339.52;-3.350
6710.54;2339.59;-3.350
6715.53;2339.55;-3.350
6720.51;2339.67;-3.350
6725.50;2339.63;-3.350
6730.48;2339.57;-3.350
6735.41;2339.62;-3.350
6740.40;2339.72;-3.350
6745.38;2339.71;-3.350
6750.37;2339.65;-3.350
6755.35;2339.64;-3.350
6760.34;2339.70;-3.350
6765.33;2339.64;-3.350
6770.31;2339.96;-3.358
6775.30;2339.56;-3.350
6780.28;2339.59;-3.350
6785.27;2339.71;-3.350
6790.26;2339.78;-3.350
6795.24;2339.74;-3.350
6800.23;2339.86;-3.350
6805.21;2339.62;-3.350
6810.20;2339.72;-3.350
6815.18;2339.78;-3.350
6820.17;2339.58;-3.350
6825.15;2339.82;-3.350
6830.14;2339.82;-3.350
6835.13;2339.86;-3.350
6840.11;2339.62;-3.350
6845.10;2339.76;-3.350
6850.08;2339.74;-3.350
6855.07;2339.74;-3.350
6860.05;2339.82;-3.350
6865.04;2339.79;-3.350
6870.02;2339.74;-3.350
6875.01;2339.80;-3.350
6880.28;2340.10;-3.360
6885.26;2339.95;-3.350
6890.25;2339.95;-3.350
6895.23;2339.90;-3.350
6900.22;2340.15;-3.360
6905.21;2340.15;-3.360
6910.19;2340.05;-3.360
6915.18;2339.95;-3.360
6920.16;2339.80;-3.350
6925.15;2340.00;-3.360
6930.13;2340.00;-3.360
6935.12;2340.35;-3.360
6940.10;2340.05;-3.360
6945.09;2339.95;-3.360
6950.08;2340.05;-3.360
6955.06;2339.85;-3.350
6960.05;2339.90;-3.350
6965.03;2339.85;-3.350
6970.02;2340.20;-3.360
6975.00;2339.75;-3.350
6980.27;2339.95;-3.360
6985.26;2339.65;-3.350
6990.25;2339.95;-3.360
6995.23;2339.95;-3.360
7000.21;2339.80;-3.350
7005.20;2339.75;-3.350
7010.19;2339.85;-3.350
7015.17;2339.60;-3.350
7020.16;2339.50;-3.350
7025.13;2340.05;-3.360
7030.07;2339.70;-3.350
7035.06;2339.70;-3.350
7040.04;2339.45;-3.350
7045.03;2339.35;-3.350
7050.02;2339.75;-3.350
7055.00;2339.50;-3.350
7060.59;2339.53;-3.350
7065.57;2339.68;-3.350
7070.56;2339.68;-3.350
7075.54;2339.50;-3.346
7080.53;2339.53;-3.350
7085.52;2339.38;-3.344
7090.50;2339.09;-3.340
7095.49;2339.02;-3.340
7100.47;2339.08;-3.340
7105.46;2339.15;-3.340
7110.44;2339.10;-3.340
7115.43;2339.23;-3.344
7120.42;2339.37;-3.350
7125.40;2339.30;-3.340
7130.39;2339.36;-3.346
7135.37;2339.34;-3.344
7140.36;2339.48;-3.346
7145.35;2339.09;-3.344
7150.33;2339.59;-3.350
7155.32;2339.53;-3.350
7160.30;2339.46;-3.350
7165.29;2339.39;-3.346
7170.28;2339.41;-3.350
7175.26;2339.59;-3.350
7180.25;2339.35;-3.344
7185.23;2339.33;-3.344
7190.22;2339.16;-3.340
7195.21;2338.85;-3.334
7200.19;2339.12;-3.340
7205.18;2339.22;-3.340
7210.16;2339.28;-3.340
7215.15;2339.29;-3.346
7220.14;2339.35;-3.344
7225.12;2339.52;-3.350
7230.11;2339.36;-3.344
7235.09;2339.14;-3.340
7240.08;2339.44;-3.344
7245.06;2339.50;-3.350
7250.05;2339.51;-3.350
7255.04;2339.51;-3.350
7260.02;2339.59;-3.350
7265.01;2339.50;-3.350
7270.28;2339.45;-3.350
7275.26;2339.45;-3.350
7280.25;2339.40;-3.350
7285.23;2339.55;-3.350
7290.22;2339.50;-3.350
7295.21;2339.40;-3.350
7300.19;2339.55;-3.350
7305.18;2339.70;-3.350
7310.16;2339.35;-3.350
7315.15;2339.60;-3.350
7320.13;2339.50;-3.350
7325.12;2339.75;-3.350
7330.10;2339.65;-3.350
7335.09;2339.65;-3.350
7340.08;2339.45;-3.350
7345.06;2339.55;-3.350
7350.05;2339.65;-3.350
7355.03;2339.60;-3.350
7360.02;2339.65;-3.350
7365.00;2339.65;-3.350
7370.59;2339.58;-3.350
7375.58;2339.67;-3.350
7380.56;2339.42;-3.350
7385.55;2339.56;-3.350
7390.54;2339.69;-3.350
7395.52;2339.67;-3.350
7400.51;2339.60;-3.350
7405.49;2339.73;-3.350
7410.48;2339.69;-3.350
7415.46;2339.73;-3.350
7420.45;2339.77;-3.350
7425.44;2339.58;-3.350
7430.10;2339.55;-3.350
7435.03;2339.55;-3.350
7440.02;2339.45;-3.350
7445.01;2339.45;-3.350
7450.59;2339.80;-3.350
7455.58;2339.80;-3.350
7460.57;2339.65;-3.350
7465.55;2339.60;-3.350
7470.54;2339.70;-3.350
7475.52;2339.55;-3.350
7480.51;2339.50;-3.350
7485.50;2339.65;-3.350
7490.48;2339.45;-3.350
7495.47;2339.65;-3.350
7500.45;2339.60;-3.350
7505.44;2339.45;-3.350
7510.43;2339.35;-3.350
7515.41;2339.50;-3.350
7520.40;2339.45;-3.350
7525.38;2339.50;-3.350
7530.37;2339.55;-3.350
7535.36;2339.40;-3.350
7540.34;2339.55;-3.350
7545.33;2339.55;-3.350
7550.32;2339.40;-3.350
7555.30;2339.50;-3.350
7560.29;2339.40;-3.350
7565.27;2339.35;-3.350
7570.26;2339.45;-3.350
7575.25;2339.50;-3.350
7580.24;2339.20;-3.340
7585.22;2339.35;-3.350
7590.21;2339.20;-3.340
7595.19;2339.30;-3.340
7600.18;2339.35;-3.350
7605.17;2339.35;-3.350
7610.15;2339.40;-3.350
7615.14;2339.35;-3.350
7620.12;2339.45;-3.350
7625.11;2339.35;-3.350
7630.10;2339.25;-3.340
7635.08;2339.40;-3.350
7640.07;2339.40;-3.350
7645.06;2339.35;-3.350
7650.04;2339.50;-3.350
7655.03;2339.35;-3.350
7660.01;2339.30;-3.340
7665.00;2339.40;-3.350
7670.27;2339.50;-3.350
7675.26;2339.45;-3.350
7680.24;2339.50;-3.350
7685.23;2339.30;-3.340
7690.22;2339.40;-3.350
7695.20;2339.30;-3.340
7700.19;2339.40;-3.350
7705.17;2339.50;-3.350
7710.17;2339.45;-3.350
7715.15;2339.25;-3.340
7720.13;2339.25;-3.340
7725.12;2339.35;-3.350
7730.10;2339.20;-3.340
7735.09;2339.20;-3.340
7740.08;2339.20;-3.340
7745.06;2339.30;-3.340
7750.05;2339.10;-3.340
7755.03;2339.00;-3.340
7760.02;2339.15;-3.340
7765.01;2339.10;-3.340
7770.60;2339.16;-3.340
7775.58;2338.95;-3.340
7780.57;2339.14;-3.344
7785.55;2339.02;-3.340
7790.54;2338.97;-3.340
7795.53;2338.87;-3.340
7800.51;2339.16;-3.340
7805.50;2339.01;-3.340
7810.49;2339.04;-3.340
7815.47;2338.97;-3.340
7820.46;2339.11;-3.340
7825.44;2339.02;-3.340
7830.43;2339.13;-3.340
7835.42;2339.08;-3.340
7840.40;2339.10;-3.340
7845.39;2339.16;-3.340
7850.38;2338.91;-3.340
7855.36;2339.08;-3.340
7860.35;2339.08;-3.340
7865.33;2339.08;-3.340
7870.32;2338.98;-3.340
7875.31;2339.15;-3.340
7880.29;2339.01;-3.340
7885.28;2339.10;-3.340
7890.27;2339.01;-3.340
7895.25;2339.00;-3.340
7900.24;2338.99;-3.340
7905.22;2339.10;-3.340
7910.21;2339.04;-3.340
7915.19;2339.18;-3.340
7920.18;2338.90;-3.340
7925.17;2338.84;-3.340
7930.15;2339.06;-3.340
7935.14;2338.97;-3.340
7940.13;2339.06;-3.340
7945.11;2339.04;-3.340
7950.10;2338.92;-3.340
7955.08;2339.09;-3.340
7960.07;2339.03;-3.340
7965.06;2339.02;-3.340
7970.04;2339.09;-3.340
7975.03;2339.21;-3.340
7980.02;2339.19;-3.340
7985.00;2339.09;-3.340
7990.27;2339.30;-3.340
7995.25;2339.25;-3.340
8000.24;2339.05;-3.340
8005.23;2339.25;-3.340
8010.21;2339.20;-3.340
8015.20;2339.35;-3.350
8020.19;2339.20;-3.340
8025.17;2339.35;-3.350
8030.16;2339.30;-3.340
8035.15;2339.35;-3.350
8040.13;2339.35;-3.350
8045.12;2339.35;-3.350
8050.10;2339.35;-3.350
8055.09;2339.55;-3.350
8060.08;2339.40;-3.350
8065.06;2339.65;-3.350
8070.05;2339.35;-3.350
8075.04;2339.70;-3.350
8080.02;2339.45;-3.350
8085.01;2339.40;-3.350
8090.60;2339.69;-3.350
8095.58;2339.65;-3.350
8100.57;2339.75;-3.350
8105.55;2339.69;-3.350
8110.54;2339.59;-3.350
8115.53;2339.89;-3.350
8120.51;2339.67;-3.350
8125.50;2339.61;-3.350
8130.49;2339.73;-3.350
8135.47;2339.68;-3.350
8140.46;2339.64;-3.350
8145.44;2339.70;-3.350
8150.43;2339.79;-3.350
8155.42;2339.51;-3.350
8160.40;2339.86;-3.354
8165.39;2339.74;-3.350
8170.38;2339.64;-3.350
8175.36;2339.49;-3.350
8180.35;2339.54;-3.350
8185.34;2339.56;-3.350
8190.32;2339.42;-3.348
8195.31;2339.56;-3.350
8200.29;2339.59;-3.350
8205.28;2339.61;-3.350
8210.27;2339.61;-3.350
8215.25;2339.64;-3.350
8220.24;2339.40;-3.350
8225.23;2339.59;-3.350
8230.21;2339.56;-3.350
8235.20;2339.43;-3.350
8240.19;2339.65;-3.350
8245.17;2339.64;-3.350
8250.16;2339.54;-3.350
8255.15;2339.58;-3.350
8260.13;2339.50;-3.350
8265.12;2339.48;-3.350
8270.11;2339.71;-3.350
8275.09;2339.63;-3.350
8280.08;2339.47;-3.350
8285.06;2339.77;-3.350
8290.05;2339.71;-3.350
8295.04;2339.69;-3.350
8300.02;2339.67;-3.350
8305.01;2339.69;-3.350
8310.28;2339.90;-3.350
8315.27;2339.70;-3.350
8320.25;2339.70;-3.350
8325.24;2339.70;-3.350
8330.23;2339.40;-3.350
8335.21;2339.45;-3.350
8340.20;2339.75;-3.350
8345.18;2339.60;-3.350
8350.17;2339.45;-3.350
8355.16;2339.60;-3.350
8360.14;2339.80;-3.350
8365.13;2339.50;-3.350
8370.11;2339.50;-3.350
8375.10;2339.45;-3.350
8380.09;2339.50;-3.350
8385.08;2339.55;-3.350
8390.06;2339.60;-3.350
8395.05;2339.45;-3.350
8400.04;2339.55;-3.350
8405.02;2339.75;-3.350
8410.01;2339.70;-3.350
8415.28;2339.60;-3.350
8420.26;2339.60;-3.350
8425.25;2339.70;-3.350
8430.24;2339.70;-3.350
8435.22;2339.70;-3.350
8440.21;2339.50;-3.350
8445.20;2339.75;-3.350
8450.18;2339.80;-3.350
8455.17;2339.60;-3.350
8460.16;2339.85;-3.350
8465.14;2339.60;-3.350
8470.13;2340.00;-3.360
8475.12;2339.95;-3.360
8480.10;2339.80;-3.350
8485.09;2339.75;-3.350
8490.08;2339.75;-3.350
8495.06;2339.75;-3.350
8500.05;2340.10;-3.360
8505.03;2340.00;-3.360
8510.02;2339.90;-3.350
8515.01;2339.95;-3.360
8520.60;2339.92;-3.352
8525.58;2340.02;-3.358
8530.57;2340.24;-3.360
8535.56;2340.23;-3.360
8540.54;2340.33;-3.360
8545.53;2340.28;-3.360
8550.52;2340.36;-3.360
8555.50;2340.25;-3.360
8560.49;2340.24;-3.360
8565.48;2340.30;-3.360
8570.46;2340.26;-3.360
8575.45;2340.57;-3.368
8580.44;2340.49;-3.368
8585.42;2340.43;-3.360
8590.41;2340.48;-3.368
8595.40;2340.54;-3.368
8600.38;2340.59;-3.370
8605.37;2340.60;-3.370
8610.36;2340.69;-3.370
8615.35;2340.70;-3.370
8620.33;2340.73;-3.370
8625.32;2340.77;-3.370
8630.31;2340.55;-3.370
8635.29;2340.70;-3.370
8640.28;2340.66;-3.370
8645.27;2340.68;-3.370
8650.25;2340.64;-3.370
8655.24;2340.63;-3.370
8660.23;2340.70;-3.370
8665.21;2340.37;-3.360
8670.20;2340.35;-3.360
8675.19;2340.52;-3.368
8680.17;2340.38;-3.362
8685.16;2340.40;-3.360
8690.15;2340.45;-3.360
8695.13;2340.35;-3.360
8700.12;2340.24;-3.360
8705.11;2340.33;-3.360
8710.09;2340.43;-3.360
8715.08;2340.17;-3.360
8720.07;2340.19;-3.360
8725.05;2340.25;-3.360
8730.04;2340.34;-3.360
8735.03;2340.26;-3.360
8740.01;2340.30;-3.360
8745.28;2340.40;-3.360
8750.27;2340.15;-3.360
8755.25;2340.45;-3.360
8760.24;2340.20;-3.360
8765.23;2340.15;-3.360
8770.21;2340.20;-3.360
8775.20;2340.40;-3.360
8780.19;2340.25;-3.360
8785.17;2340.25;-3.360
8790.16;2340.45;-3.360
8795.12;2340.10;-3.360
8800.03;2340.05;-3.360
8805.01;2340.05;-3.360
8810.27;2340.05;-3.360
8815.26;2340.30;-3.360
8820.25;2340.00;-3.360
8825.23;2340.35;-3.360
8830.19;2339.90;-3.350
8835.15;2339.85;-3.350
8840.14;2340.25;-3.360
8845.12;2340.10;-3.360
8850.11;2340.25;-3.360
8855.10;2340.40;-3.360
8860.08;2340.10;-3.360
8865.07;2340.00;-3.360
8870.06;2340.35;-3.360
8875.04;2340.25;-3.360
8880.03;2340.30;-3.360
8885.02;2340.25;-3.360
8890.00;2340.50;-3.370
8895.59;2340.19;-3.360
8900.58;2340.38;-3.360
8905.56;2340.28;-3.360
8910.55;2340.18;-3.360
8915.54;2340.20;-3.360
8920.49;2340.10;-3.360
8925.45;2340.15;-3.360
8930.44;2340.19;-3.360
8935.43;2340.22;-3.360
8940.41;2340.41;-3.360
8945.40;2340.31;-3.360
8950.39;2340.33;-3.360
8955.38;2340.35;-3.360
8960.36;2340.17;-3.360
8965.35;2340.19;-3.360
8970.33;2340.11;-3.360
8975.32;2340.28;-3.360
8980.31;2340.27;-3.360
8985.29;2340.06;-3.360
8990.28;2340.44;-3.366
8995.27;2340.11;-3.360
9000.25;2340.10;-3.360
9005.24;2340.43;-3.364
9010.23;2340.20;-3.360
9015.21;2340.19;-3.360
9020.20;2340.07;-3.360
9025.19;2340.15;-3.360
9030.17;2340.20;-3.360
9035.16;2340.19;-3.360
9040.15;2340.17;-3.360
9045.13;2340.21;-3.360
9050.12;2340.31;-3.360
9055.11;2340.44;-3.364
9060.09;2340.29;-3.360
9065.08;2340.54;-3.366
9070.07;2340.40;-3.360
9075.05;2340.57;-3.370
9080.04;2340.50;-3.370
9085.02;2340.46;-3.366
9090.01;2340.66;-3.370
9095.28;2340.55;-3.370
9100.27;2340.60;-3.370
9105.25;2340.60;-3.370
9110.24;2340.70;-3.370
9115.19;2340.80;-3.370
9120.16;2340.85;-3.370
9125.14;2340.75;-3.370
9130.13;2340.60;-3.370
9135.12;2340.65;-3.370
9140.11;2340.65;-3.370
9145.09;2340.75;-3.370
9150.08;2340.75;-3.370
9155.07;2340.60;-3.370
9160.05;2340.70;-3.370
9165.04;2340.55;-3.370
9170.03;2340.40;-3.360
9175.01;2340.40;-3.360
9180.28;2340.50;-3.370
9185.26;2340.30;-3.360
9190.25;2340.30;-3.360
9195.24;2340.45;-3.360
9200.22;2340.40;-3.360
9205.21;2340.25;-3.360
9210.20;2340.30;-3.360
9215.18;2340.60;-3.370
9220.17;2340.60;-3.370
9225.16;2340.35;-3.360
9230.14;2340.55;-3.370
9235.13;2340.45;-3.360
9240.12;2340.30;-3.360
9245.10;2340.40;-3.360
9250.09;2340.55;-3.370
9255.08;2340.55;-3.370
9260.06;2340.15;-3.360
9265.05;2340.45;-3.360
9270.04;2340.40;-3.360
9275.02;2340.45;-3.360
9280.01;2340.35;-3.360
9285.59;2340.35;-3.360
9290.58;2340.30;-3.360
9295.57;2340.45;-3.360
9300.56;2340.40;-3.360
9305.54;2340.35;-3.360
9310.53;2340.45;-3.360
9315.51;2340.30;-3.360
9320.50;2340.50;-3.370
9325.49;2340.40;-3.360
9330.47;2340.40;-3.360
9335.46;2340.25;-3.360
