time[s];Vsg[mV];pH/ion concentration [mM]
4710.05;2386.00;-4.170
4715.04;2385.80;-4.160
4720.03;2386.10;-4.170
4725.02;2385.85;-4.160
4730.00;2386.05;-4.170
4735.59;2386.10;-4.170
4740.52;2385.92;-4.162
4745.51;2385.87;-4.162
4750.50;2385.81;-4.160
4755.48;2385.94;-4.168
4760.47;2385.89;-4.160
4765.46;2386.02;-4.170
4770.44;2386.01;-4.170
4775.43;2385.86;-4.160
4780.42;2386.04;-4.170
4785.40;2386.09;-4.170
4790.39;2386.11;-4.170
4795.38;2386.03;-4.170
4800.37;2386.20;-4.170
4805.35;2386.25;-4.170
4810.34;2386.09;-4.170
4815.33;2386.01;-4.170
4820.31;2386.09;-4.170
4825.30;2386.14;-4.170
4830.29;2386.05;-4.170
4835.28;2386.16;-4.170
4840.26;2386.08;-4.170
4845.25;2386.00;-4.170
4850.24;2386.08;-4.170
4855.17;2386.38;-4.170
4860.16;2386.19;-4.170
4865.14;2386.12;-4.170
4870.13;2386.27;-4.170
4875.12;2386.07;-4.170
4880.11;2386.16;-4.170
4885.09;2386.30;-4.170
4890.08;2386.17;-4.170
4895.07;2386.03;-4.170
4900.05;2386.06;-4.170
4905.04;2386.11;-4.170
4910.03;2386.08;-4.170
4915.01;2386.06;-4.170
4920.00;2386.19;-4.170
4925.27;2386.15;-4.170
4930.26;2386.20;-4.170
4935.25;2386.00;-4.170
4940.23;2386.20;-4.170
4945.22;2386.15;-4.170
4950.21;2386.35;-4.170
4955.19;2386.10;-4.170
4960.18;2386.10;-4.170
4965.17;2386.20;-4.170
4970.15;2386.15;-4.170
4975.14;2386.10;-4.170
4980.13;2386.15;-4.170
4985.11;2386.25;-4.170
4990.10;2386.15;-4.170
4995.09;2386.05;-4.170
5000.08;2386.20;-4.170
5005.06;2386.20;-4.170
5010.05;2386.05;-4.170
5015.04;2386.05;-4.170
5020.02;2386.10;-4.170
5025.01;2386.20;-4.170
5030.60;2386.09;-4.170
5035.58;2386.06;-4.170
5040.57;2386.02;-4.168
5045.56;2386.08;-4.170
5050.54;2385.97;-4.168
5055.53;2386.03;-4.170
5060.52;2386.35;-4.170
5065.50;2386.20;-4.170
5070.49;2386.02;-4.170
5075.48;2385.83;-4.160
5080.46;2386.14;-4.170
5085.45;2386.09;-4.170
5090.44;2386.04;-4.170
5095.42;2386.07;-4.170
5100.41;2385.96;-4.170
5105.40;2385.93;-4.168
5110.38;2386.04;-4.170
5115.37;2386.16;-4.170
5120.36;2385.87;-4.162
5125.35;2385.91;-4.168
5130.33;2385.89;-4.168
5135.32;2385.79;-4.160
5140.31;2385.83;-4.160
5145.29;2385.64;-4.160
5150.28;2384.84;-4.148
5155.27;2384.78;-4.148
5160.25;2384.65;-4.140
5165.24;2384.68;-4.142
5170.23;2384.67;-4.140
5175.21;2384.83;-4.148
5180.20;2385.11;-4.150
5185.19;2384.97;-4.150
5190.17;2384.71;-4.142
5195.16;2384.72;-4.142
5200.15;2384.79;-4.148
5205.13;2384.93;-4.150
5210.12;2384.87;-4.150
5215.11;2384.77;-4.142
5220.09;2384.79;-4.148
5225.08;2384.91;-4.148
5230.07;2384.96;-4.150
5235.06;2384.78;-4.142
5240.04;2384.79;-4.148
5245.03;2384.81;-4.148
5250.01;2384.97;-4.150
5255.23;2384.85;-4.150
5260.21;2384.90;-4.150
5265.20;2384.65;-4.140
5270.19;2384.65;-4.140
5275.17;2384.65;-4.140
5280.16;2384.60;-4.140
5285.15;2384.85;-4.150
5290.13;2384.65;-4.140
5295.12;2384.80;-4.150
5300.11;2384.75;-4.140
5305.10;2384.85;-4.150
5310.08;2384.65;-4.140
5315.07;2384.90;-4.150
5320.06;2384.70;-4.140
5325.01;2384.71;-4.140
5330.25;2384.70;-4.140
5335.24;2384.65;-4.140
5340.23;2384.75;-4.140
5345.22;2384.80;-4.150
5350.20;2384.60;-4.140
5355.19;2384.35;-4.140
5360.18;2384.10;-4.130
5365.16;2384.05;-4.130
5370.15;2384.20;-4.130
5375.14;2384.35;-4.140
5380.12;2384.20;-4.130
5385.11;2384.10;-4.130
5390.10;2384.45;-4.140
5395.08;2384.30;-4.140
5400.07;2384.10;-4.130
5405.06;2384.35;-4.140
5410.04;2384.20;-4.130
5415.03;2384.10;-4.130
5420.02;2384.50;-4.140
5425.00;2384.25;-4.140
5430.59;2384.18;-4.130
5435.58;2384.35;-4.140
5440.56;2384.49;-4.140
5445.55;2384.41;-4.140
5450.54;2384.47;-4.140
5455.53;2384.50;-4.140
5460.51;2384.32;-4.140
5465.50;2384.54;-4.140
5470.49;2384.53;-4.140
5475.47;2384.48;-4.140
5480.46;2384.57;-4.140
5485.45;2384.54;-4.140
5490.43;2384.51;-4.140
5495.42;2384.58;-4.140
5500.41;2384.41;-4.140
5505.40;2384.41;-4.140
5510.38;2384.78;-4.146
5515.37;2384.68;-4.140
5520.36;2384.57;-4.140
5525.34;2384.53;-4.140
5530.33;2384.80;-4.150
5535.32;2384.71;-4.140
5540.30;2384.54;-4.140
5545.29;2384.67;-4.140
5550.28;2384.64;-4.140
5555.27;2384.71;-4.144
5560.25;2384.59;-4.140
5565.24;2384.58;-4.140
5570.22;2384.68;-4.140
5575.21;2384.71;-4.144
5580.20;2384.46;-4.140
5585.19;2384.54;-4.140
5590.17;2384.72;-4.146
5595.16;2384.67;-4.140
5600.15;2384.60;-4.140
5605.13;2384.61;-4.140
5610.12;2384.56;-4.140
5615.10;2384.74;-4.146
5620.09;2384.82;-4.150
5625.08;2384.59;-4.140
5630.06;2384.37;-4.140
5635.05;2384.50;-4.140
5640.04;2384.72;-4.140
5645.02;2384.72;-4.146
5650.01;2384.60;-4.140
5655.28;2384.55;-4.140
5660.27;2384.55;-4.140
5665.25;2384.65;-4.140
5670.24;2384.65;-4.140
5675.23;2384.50;-4.140
5680.21;2384.50;-4.140
5685.20;2384.85;-4.150
5690.19;2384.85;-4.150
5695.17;2384.70;-4.140
5700.16;2384.65;-4.140
5705.15;2384.75;-4.140
5710.13;2384.25;-4.140
5715.12;2384.55;-4.140
5720.11;2384.55;-4.140
5725.09;2384.75;-4.140
5730.08;2384.65;-4.140
5735.06;2384.70;-4.140
5740.05;2384.65;-4.140
5745.04;2384.30;-4.140
5750.03;2384.70;-4.140
5755.01;2384.65;-4.140
5760.23;2384.60;-4.140
5765.21;2384.65;-4.140
5770.20;2383.90;-4.130
5775.18;2384.60;-4.140
5780.17;2384.35;-4.140
5785.16;2384.35;-4.140
5790.14;2384.40;-4.140
5795.10;2384.70;-4.140
5800.06;2384.65;-4.140
5805.05;2383.55;-4.120
5810.03;2400.40;-4.420
5815.02;2387.70;-4.200
5820.01;2386.15;-4.170
5825.59;2386.70;-4.178
5830.58;2395.63;-4.334
5835.57;2387.04;-4.186
5840.55;2387.92;-4.198
5845.54;2388.18;-4.204
5850.53;2385.91;-4.166
5855.51;2386.01;-4.168
5860.50;2387.14;-4.188
5865.49;2384.55;-4.140
5870.48;2384.36;-4.136
5875.46;2384.12;-4.132
5880.45;2385.01;-4.148
5885.43;2386.86;-4.180
5890.42;2383.93;-4.130
5895.41;2384.09;-4.130
5900.39;2384.20;-4.130
5905.38;2384.37;-4.140
5910.37;2384.29;-4.136
5915.35;2381.61;-4.088
5920.34;2380.60;-4.070
5925.33;2382.25;-4.102
5930.31;2384.11;-4.130
5935.30;2384.68;-4.144
5940.29;2384.72;-4.146
5945.27;2385.13;-4.150
5950.26;2385.02;-4.150
5955.25;2384.44;-4.140
5960.23;2384.40;-4.140
5965.22;2384.69;-4.140
5970.21;2384.61;-4.144
5975.19;2384.53;-4.140
5980.18;2384.22;-4.136
5985.17;2383.91;-4.130
5990.15;2383.94;-4.130
5995.14;2383.94;-4.130
6000.13;2384.14;-4.130
6005.11;2384.10;-4.130
6010.10;2383.97;-4.130
6015.09;2383.83;-4.130
6020.07;2383.73;-4.130
6025.06;2383.79;-4.130
6030.05;2383.98;-4.130
6035.03;2383.73;-4.130
6040.02;2383.52;-4.120
6045.01;2383.84;-4.130
6050.28;2383.85;-4.130
6055.26;2383.75;-4.130
6060.25;2383.60;-4.120
6065.24;2384.00;-4.130
6070.23;2383.65;-4.120
6075.21;2383.85;-4.130
6080.20;2383.55;-4.120
6085.19;2383.45;-4.120
6090.17;2383.40;-4.120
6095.16;2383.20;-4.120
6100.15;2383.35;-4.120
6105.13;2383.45;-4.120
6110.12;2383.25;-4.120
6115.09;2383.10;-4.120
6120.09;2383.05;-4.110
6125.08;2383.20;-4.120
6130.07;2383.20;-4.120
6135.05;2383.30;-4.120
6140.04;2383.45;-4.120
6145.02;2383.15;-4.120
6150.01;2382.85;-4.110
6155.28;2382.80;-4.110
6160.21;2383.00;-4.110
6165.20;2382.90;-4.110
6170.19;2383.10;-4.120
6175.17;2382.90;-4.110
6180.16;2383.15;-4.120
6185.15;2382.85;-4.110
6190.13;2382.95;-4.110
6195.12;2383.05;-4.110
6200.10;2383.00;-4.110
6205.09;2383.05;-4.110
6210.08;2383.00;-4.110
6215.07;2382.90;-4.110
6220.05;2383.10;-4.120
6225.04;2383.00;-4.110
6230.02;2382.80;-4.110
6235.01;2382.90;-4.110
6240.60;2383.10;-4.120
6245.58;2382.85;-4.110
6250.57;2382.80;-4.110
6255.56;2382.75;-4.110
6260.54;2382.95;-4.110
6265.53;2382.75;-4.110
6270.52;2382.75;-4.110
6275.50;2382.75;-4.110
6280.49;2382.70;-4.110
6285.48;2382.80;-4.110
6290.46;2382.80;-4.110
6295.45;2382.65;-4.110
6300.44;2382.75;-4.110
6305.42;2382.45;-4.100
6310.41;2382.60;-4.110
6315.40;2382.80;-4.110
6320.38;2382.60;-4.110
6325.37;2382.75;-4.110
6330.36;2382.70;-4.110
6335.34;2382.50;-4.100
6340.33;2382.55;-4.110
6345.32;2382.55;-4.110
6350.30;2382.40;-4.100
6355.29;2382.45;-4.100
6360.28;2382.75;-4.110
6365.26;2382.35;-4.100
6370.25;2382.30;-4.100
6375.24;2382.60;-4.110
6380.22;2382.55;-4.110
6385.21;2382.40;-4.100
6390.19;2382.55;-4.110
6395.18;2382.65;-4.110
6400.17;2382.15;-4.100
6405.15;2381.80;-4.090
6410.14;2382.70;-4.110
6415.12;2382.40;-4.100
6420.11;2382.35;-4.100
6425.10;2381.90;-4.090
6430.09;2382.35;-4.100
6435.07;2382.60;-4.110
6440.06;2382.55;-4.110
6445.05;2382.25;-4.100
6450.03;2382.45;-4.100
6455.02;2468.05;-5.610
6460.00;2388.30;-4.210
6465.28;2385.45;-4.160
6470.26;2371.80;-3.920
6475.25;2383.10;-4.120
6480.23;2327.85;-3.150
6485.22;2387.35;-4.190
6490.21;2376.45;-4.000
6495.20;2379.25;-4.050
6500.18;2380.10;-4.060
6505.17;2383.60;-4.120
6510.16;2381.35;-4.080
6515.14;2381.65;-4.090
6520.13;2381.45;-4.090
6525.12;2385.50;-4.160
6530.10;2381.55;-4.090
6535.09;2381.65;-4.090
6540.08;2381.95;-4.100
6545.06;2382.60;-4.110
6550.05;2378.10;-4.030
6555.03;2382.30;-4.100
6560.02;2382.75;-4.110
6565.01;2384.65;-4.140
6570.60;2395.74;-4.338
6575.58;2383.47;-4.126
6580.57;2383.17;-4.116
6585.55;2391.37;-4.258
6590.54;2385.76;-4.166
6595.53;2382.72;-4.110
6600.51;2382.95;-4.116
6605.50;2386.20;-4.168
6610.49;2374.61;-3.968
6615.47;2380.36;-4.068
6620.46;2381.74;-4.090
6625.45;2381.84;-4.090
6630.43;2381.95;-4.100
6635.42;2382.01;-4.096
6640.41;2381.88;-4.090
6645.39;2381.78;-4.090
6650.38;2382.56;-4.106
6655.37;2382.06;-4.100
6660.35;2382.24;-4.100
6665.34;2381.94;-4.096
6670.33;2382.08;-4.100
6675.31;2382.11;-4.100
6680.30;2377.65;-4.020
6685.29;2380.06;-4.066
6690.27;2381.79;-4.090
6695.20;2382.65;-4.106
6700.19;2382.15;-4.100
6705.17;2382.44;-4.106
6710.16;2382.76;-4.110
6715.15;2382.78;-4.110
6720.13;2382.54;-4.110
6725.12;2382.73;-4.110
6730.11;2382.72;-4.110
6735.09;2382.56;-4.110
6740.08;2382.14;-4.100
6745.06;2381.94;-4.094
6750.05;2382.04;-4.100
6755.04;2381.99;-4.100
6760.03;2382.03;-4.096
6765.01;2381.88;-4.090
6770.28;2382.15;-4.100
6775.27;2382.15;-4.100
6780.25;2382.15;-4.100
6785.24;2381.85;-4.090
6790.23;2382.05;-4.100
6795.21;2381.90;-4.090
6800.20;2382.20;-4.100
6805.19;2382.15;-4.100
6810.17;2382.00;-4.100
6815.14;2382.00;-4.100
6820.09;2381.95;-4.100
6825.08;2382.05;-4.100
6830.06;2382.25;-4.100
6835.05;2381.90;-4.090
6840.04;2381.90;-4.090
6845.02;2382.05;-4.100
6850.01;2382.05;-4.100
6855.28;2382.05;-4.100
6860.26;2382.15;-4.100
6865.25;2382.10;-4.100
6870.24;2381.80;-4.090
6875.22;2382.10;-4.100
6880.21;2382.10;-4.100
6885.20;2382.15;-4.100
6890.19;2381.90;-4.090
6895.17;2381.90;-4.090
6900.16;2382.20;-4.100
6905.15;2381.90;-4.090
6910.13;2381.90;-4.090
6915.11;2382.10;-4.100
6920.06;2381.85;-4.090
6925.03;2381.90;-4.090
6930.02;2381.90;-4.090
6935.00;2382.05;-4.100
6940.59;2381.88;-4.090
6945.58;2382.01;-4.100
6950.56;2382.19;-4.100
6955.55;2381.97;-4.100
6960.54;2381.97;-4.096
6965.52;2381.91;-4.094
6970.51;2382.02;-4.100
6975.50;2381.93;-4.096
6980.48;2381.95;-4.100
6985.47;2381.86;-4.090
6990.45;2381.97;-4.100
6995.44;2382.04;-4.100
7000.43;2381.78;-4.090
7005.41;2381.99;-4.100
7010.40;2381.96;-4.094
7015.39;2381.85;-4.090
7020.37;2381.90;-4.094
7025.36;2381.96;-4.094
7030.35;2381.88;-4.090
7035.33;2381.94;-4.096
7040.32;2381.97;-4.096
7045.31;2382.09;-4.100
7050.29;2382.01;-4.100
7055.28;2381.89;-4.096
7060.26;2381.98;-4.100
7065.25;2381.95;-4.100
7070.24;2382.13;-4.100
7075.22;2382.06;-4.100
7080.21;2382.02;-4.100
7085.19;2382.00;-4.100
7090.18;2382.08;-4.100
7095.17;2382.07;-4.100
7100.15;2382.06;-4.094
7105.14;2382.12;-4.100
7110.13;2382.03;-4.100
7115.11;2381.93;-4.094
7120.10;2381.78;-4.090
7125.09;2381.53;-4.090
7130.07;2382.06;-4.100
7135.06;2382.01;-4.100
7140.05;2382.12;-4.100
7145.03;2382.08;-4.100
7150.02;2382.16;-4.100
7155.01;2381.92;-4.094
7160.28;2381.80;-4.090
7165.26;2381.80;-4.090
7170.25;2382.00;-4.100
7175.24;2382.00;-4.100
7180.22;2382.00;-4.100
7185.21;2382.15;-4.100
7190.20;2382.15;-4.100
7195.18;2382.10;-4.100
7200.17;2381.90;-4.090
7205.15;2381.85;-4.090
7210.14;2381.80;-4.090
7215.13;2381.65;-4.090
7220.06;2382.35;-4.100
7225.04;2382.30;-4.100
7230.03;2382.20;-4.100
7235.02;2416.75;-4.710
7240.01;2384.65;-4.140
7245.27;2378.25;-4.030
7250.26;2387.70;-4.200
7255.25;2383.60;-4.120
7260.23;2381.45;-4.090
7265.22;2386.40;-4.170
7270.21;2378.30;-4.030
7275.19;2382.80;-4.110
7280.18;2381.25;-4.080
7285.17;2383.00;-4.110
7290.15;2383.05;-4.120
7295.14;2382.35;-4.100
7300.13;2381.55;-4.090
7305.11;2381.95;-4.100
7310.04;2390.15;-4.240
7315.03;2384.00;-4.130
7320.02;2378.15;-4.030
7325.00;2382.50;-4.110
7330.59;2380.30;-4.068
7335.58;2395.24;-4.328
7340.56;2375.21;-3.978
7345.55;2378.82;-4.038
7350.54;2382.05;-4.100
7355.52;2384.27;-4.138
7360.51;2383.14;-4.120
7365.50;2383.00;-4.118
7370.48;2383.37;-4.120
7375.47;2383.71;-4.128
7380.46;2383.70;-4.128
7385.44;2383.52;-4.120
7390.43;2383.88;-4.130
7395.42;2383.35;-4.120
7400.40;2383.23;-4.122
7405.39;2383.15;-4.120
7410.37;2384.64;-4.142
7415.31;2380.24;-4.068
7420.29;2387.21;-4.186
7425.28;2371.93;-3.920
7430.26;2382.69;-4.110
7435.25;2382.36;-4.102
7440.24;2382.71;-4.110
7445.22;2382.86;-4.114
7450.21;2382.97;-4.110
7455.19;2383.13;-4.120
7460.18;2383.14;-4.120
7465.17;2382.96;-4.114
7470.15;2383.06;-4.114
7475.14;2383.23;-4.120
7480.13;2383.20;-4.120
7485.12;2383.13;-4.120
7490.08;2383.14;-4.116
7495.03;2383.33;-4.120
7500.02;2383.28;-4.120
7505.00;2383.32;-4.124
7510.27;2383.00;-4.110
7515.26;2383.25;-4.120
7520.25;2383.45;-4.120
7525.23;2383.40;-4.120
7530.22;2383.30;-4.120
7535.21;2383.45;-4.120
7540.19;2383.35;-4.120
7545.18;2383.30;-4.120
7550.17;2383.30;-4.120
7555.15;2383.85;-4.130
7560.14;2383.60;-4.120
7565.12;2383.35;-4.120
7570.11;2383.35;-4.120
7575.10;2383.60;-4.120
7580.08;2383.50;-4.120
7585.07;2383.50;-4.120
7590.06;2383.45;-4.120
7595.04;2383.70;-4.130
7600.03;2383.45;-4.120
7605.02;2383.35;-4.120
7610.00;2383.70;-4.130
7615.27;2383.50;-4.120
7620.26;2383.70;-4.130
7625.25;2383.50;-4.120
7630.23;2383.05;-4.120
7635.16;2383.60;-4.120
7640.07;2383.50;-4.120
7645.02;2383.75;-4.130
7650.01;2383.60;-4.120
7655.60;2383.46;-4.120
7660.58;2383.57;-4.120
7665.57;2383.57;-4.120
7670.56;2383.67;-4.126
7675.54;2383.66;-4.124
7680.53;2383.59;-4.126
7685.52;2383.58;-4.120
7690.50;2383.80;-4.130
7695.49;2383.57;-4.126
7700.48;2383.67;-4.130
7705.46;2383.58;-4.124
7710.45;2383.65;-4.130
7715.44;2383.64;-4.124
7720.42;2383.55;-4.124
7725.41;2383.81;-4.130
7730.40;2383.53;-4.124
7735.38;2383.56;-4.120
7740.37;2383.63;-4.124
7745.35;2383.34;-4.124
7750.34;2383.85;-4.130
7755.33;2383.57;-4.124
7760.31;2383.54;-4.120
7765.30;2383.79;-4.126
7770.29;2383.54;-4.120
7775.27;2383.60;-4.124
7780.26;2383.55;-4.124
7785.25;2383.54;-4.120
7790.23;2383.66;-4.126
7795.22;2383.63;-4.126
7800.15;2383.51;-4.120
7805.14;2383.75;-4.130
7810.12;2383.70;-4.130
7815.11;2383.78;-4.128
7820.10;2383.44;-4.120
7825.08;2383.81;-4.130
7830.07;2383.58;-4.120
7835.06;2383.78;-4.128
7840.04;2383.89;-4.130
7845.26;2383.45;-4.120
7850.24;2383.50;-4.120
7855.23;2383.70;-4.130
7860.20;2383.57;-4.122
7865.14;2383.83;-4.130
7870.13;2383.53;-4.122
7875.12;2383.68;-4.128
7880.10;2383.54;-4.120
7885.09;2383.50;-4.120
7890.08;2383.44;-4.120
7895.06;2383.74;-4.128
7900.05;2383.40;-4.120
7905.04;2383.54;-4.120
7910.02;2383.46;-4.122
7915.01;2383.51;-4.120
7920.28;2383.60;-4.120
7925.27;2383.60;-4.120
7930.25;2383.65;-4.130
7935.24;2383.40;-4.120
7940.23;2383.65;-4.130
7945.21;2383.70;-4.130
7950.20;2383.60;-4.120
7955.19;2383.45;-4.120
7960.17;2383.75;-4.130
7965.16;2383.45;-4.120
7970.15;2383.70;-4.130
7975.14;2383.55;-4.120
7980.12;2383.60;-4.120
7985.11;2383.55;-4.120
7990.10;2383.55;-4.120
7995.08;2383.60;-4.120
8000.07;2383.50;-4.120
8005.06;2383.70;-4.130
8010.04;2383.35;-4.120
8015.03;2383.30;-4.120
8020.02;2383.55;-4.120
8025.00;2383.60;-4.120
8030.59;2383.44;-4.120
8035.58;2383.53;-4.124
8040.56;2383.47;-4.124
8045.55;2383.33;-4.120
8050.54;2383.41;-4.120
8055.52;2383.59;-4.126
8060.51;2383.54;-4.120
8065.50;2383.54;-4.126
8070.48;2383.65;-4.126
8075.47;2383.48;-4.120
8080.46;2383.43;-4.120
8085.44;2383.42;-4.120
8090.43;2383.22;-4.120
8095.42;2383.48;-4.120
8100.40;2383.43;-4.120
8105.39;2383.50;-4.120
8110.38;2383.38;-4.120
8115.36;2383.38;-4.120
8120.35;2383.44;-4.120
8125.34;2383.32;-4.120
8130.32;2383.38;-4.120
8135.31;2383.51;-4.120
8140.30;2383.54;-4.126
8145.28;2383.59;-4.124
8150.27;2383.36;-4.120
8155.26;2383.38;-4.120
8160.24;2383.37;-4.120
8165.23;2383.42;-4.120
8170.22;2383.43;-4.120
8175.20;2383.40;-4.120
8180.19;2383.38;-4.120
8185.18;2383.64;-4.126
8190.16;2383.41;-4.120
8195.15;2383.44;-4.120
8200.14;2383.44;-4.124
8205.12;2383.37;-4.120
8210.11;2383.54;-4.120
8215.10;2383.26;-4.120
8220.08;2383.50;-4.124
8225.07;2383.67;-4.126
8230.06;2383.36;-4.120
8235.04;2383.48;-4.120
8240.03;2383.46;-4.120
8245.02;2383.49;-4.120
8250.01;2383.66;-4.126
8255.28;2383.80;-4.130
8260.26;2383.65;-4.130
8265.25;2383.45;-4.120
8270.24;2383.80;-4.130
8275.22;2383.80;-4.130
8280.21;2383.80;-4.130
8285.20;2383.35;-4.120
8290.18;2383.45;-4.120
8295.17;2383.60;-4.120
8300.16;2383.80;-4.130
8305.15;2383.55;-4.120
8310.13;2383.55;-4.120
8315.12;2383.65;-4.130
8320.10;2383.50;-4.120
8325.09;2383.40;-4.120
8330.08;2380.85;-4.080
8335.07;2383.40;-4.120
8340.05;2383.40;-4.120
8345.04;2383.55;-4.120
8350.26;2383.45;-4.120
8355.24;2383.70;-4.130
8360.22;2383.35;-4.120
8365.21;2383.65;-4.130
8370.20;2383.50;-4.120
8375.19;2383.45;-4.120
8380.17;2383.35;-4.120
8385.16;2383.60;-4.120
8390.15;2382.95;-4.110
8395.14;2385.95;-4.170
8400.12;2385.95;-4.170
8405.11;2488.65;-5.970
8410.09;2386.50;-4.180
8415.08;2387.70;-4.200
8420.07;2387.05;-4.190
8425.06;2381.20;-4.080
8430.04;2379.20;-4.050
8435.03;2378.50;-4.040
8440.58;2385.03;-4.152
8445.55;2382.81;-4.110
8450.54;2382.81;-4.114
8455.52;2383.11;-4.116
8460.51;2382.90;-4.110
8465.50;2383.10;-4.120
8470.48;2379.04;-4.044
8475.47;2381.03;-4.076
8480.46;2383.62;-4.126
8485.45;2384.98;-4.150
8490.43;2384.53;-4.140
8495.42;2384.97;-4.150
8500.41;2385.08;-4.150
8505.39;2385.48;-4.160
8510.38;2385.66;-4.160
8515.37;2385.74;-4.160
8520.35;2385.36;-4.154
8525.34;2385.74;-4.160
8530.33;2384.86;-4.150
8535.31;2384.74;-4.146
8540.30;2384.73;-4.144
8545.29;2384.65;-4.140
8550.27;2384.53;-4.140
8555.26;2384.75;-4.146
8560.25;2384.98;-4.150
8565.23;2384.74;-4.146
8570.22;2384.77;-4.150
8575.21;2384.98;-4.150
8580.19;2384.88;-4.150
8585.18;2385.01;-4.150
8590.17;2384.99;-4.150
8595.16;2384.93;-4.150
8600.14;2384.83;-4.150
8605.13;2385.07;-4.150
8610.12;2385.20;-4.150
8615.10;2384.94;-4.150
8620.09;2384.91;-4.150
8625.08;2385.07;-4.150
8630.06;2385.20;-4.150
8635.05;2385.10;-4.150
8640.04;2385.04;-4.150
8645.02;2384.97;-4.150
8650.01;2385.11;-4.150
8655.28;2385.20;-4.150
8660.26;2385.35;-4.160
8665.25;2385.00;-4.150
8670.24;2385.00;-4.150
8675.23;2385.05;-4.150
8680.21;2385.10;-4.150
8685.20;2385.20;-4.150
8690.19;2385.20;-4.150
8695.18;2384.95;-4.150
8700.16;2385.05;-4.150
8705.15;2384.95;-4.150
8710.09;2385.15;-4.150
8715.07;2385.10;-4.150
8720.05;2385.15;-4.150
8725.04;2385.00;-4.150
8730.03;2384.90;-4.150
8735.01;2384.85;-4.150
8740.00;2385.05;-4.150
8745.27;2385.25;-4.150
8750.26;2384.95;-4.150
8755.25;2384.95;-4.150
8760.23;2384.95;-4.150
8765.22;2385.15;-4.150
8770.21;2385.25;-4.150
8775.19;2384.55;-4.140
8780.18;2386.40;-4.170
8785.17;2385.10;-4.150
8790.16;2385.15;-4.150
8795.14;2385.10;-4.150
8800.13;2384.95;-4.150
8805.12;2385.05;-4.150
8810.10;2384.30;-4.140
8815.09;2385.15;-4.150
8820.08;2384.90;-4.150
8825.07;2385.25;-4.150
8830.05;2385.25;-4.150
8835.04;2385.10;-4.150
8840.03;2384.95;-4.150
8845.01;2385.05;-4.150
8850.00;2385.00;-4.150
8855.59;2385.05;-4.150
8860.58;2383.45;-4.120
8865.56;2384.70;-4.140
8870.55;2385.05;-4.150
8875.54;2384.70;-4.140
8880.53;2384.90;-4.150
8885.51;2385.05;-4.150
8890.50;2385.25;-4.150
8895.49;2384.80;-4.150
8900.47;2389.25;-4.220
8905.46;2384.95;-4.150
8910.45;2385.10;-4.150
8915.43;2384.95;-4.150
8920.42;2385.10;-4.150
8925.41;2385.00;-4.150
8930.39;2385.10;-4.150
8935.38;2384.95;-4.150
8940.37;2385.05;-4.150
8945.36;2385.10;-4.150
8950.34;2385.05;-4.150
8955.33;2385.00;-4.150
8960.32;2385.00;-4.150
8965.30;2385.00;-4.150
8970.29;2385.05;-4.150
8975.28;2385.20;-4.150
8980.26;2383.70;-4.130
8985.25;2385.40;-4.160
8990.24;2385.30;-4.150
8995.22;2385.10;-4.150
9000.21;2385.20;-4.150
9005.20;2385.05;-4.150
9010.19;2385.10;-4.150
9015.17;2385.25;-4.150
9020.16;2385.30;-4.150
9025.15;2385.00;-4.150
9030.14;2385.25;-4.150
9035.13;2385.00;-4.150
9040.11;2384.90;-4.150
9045.10;2384.95;-4.150
9050.08;2385.15;-4.150
9055.08;2384.40;-4.140
9060.06;2385.10;-4.150
9065.05;2384.95;-4.150
9070.04;2384.70;-4.140
9075.02;2385.15;-4.150
9080.01;2384.95;-4.150
9085.28;2385.10;-4.150
9090.27;2384.90;-4.150
9095.25;2384.95;-4.150
9100.24;2385.05;-4.150
9105.23;2385.10;-4.150
9110.21;2384.85;-4.150
9115.20;2384.75;-4.150
9120.19;2385.00;-4.150
9125.18;2384.90;-4.150
9130.16;2384.90;-4.150
9135.15;2384.90;-4.150
9140.14;2384.90;-4.150
9145.13;2385.00;-4.150
9150.11;2385.00;-4.150
9155.10;2384.80;-4.150
9160.09;2384.95;-4.150
9165.07;2384.95;-4.150
9170.06;2384.55;-4.140
9175.05;2384.80;-4.150
9180.04;2384.90;-4.150
9185.02;2384.85;-4.150
9190.01;2384.70;-4.140
9195.60;2384.73;-4.146
9200.58;2384.84;-4.150
9205.57;2384.90;-4.150
9210.56;2384.89;-4.150
9215.55;2384.95;-4.150
9220.53;2384.88;-4.150
9225.52;2384.57;-4.144
9230.51;2384.66;-4.144
9235.49;2384.83;-4.150
9240.48;2384.85;-4.150
9245.47;2384.89;-4.150
9250.46;2384.74;-4.146
9255.44;2384.97;-4.150
9260.43;2384.71;-4.146
9265.42;2384.74;-4.146
9270.40;2384.95;-4.150
9275.39;2385.04;-4.150
9280.38;2384.71;-4.146
9285.36;2384.92;-4.150
9290.35;2384.73;-4.146
9295.34;2384.73;-4.146
9300.32;2384.66;-4.144
9305.31;2384.70;-4.140
9310.30;2384.85;-4.150
9315.29;2384.81;-4.150
9320.27;2383.86;-4.132
9325.26;2382.91;-4.112
9330.25;2385.10;-4.152
9335.23;2384.69;-4.144
9340.22;2384.85;-4.146
9345.21;2384.56;-4.146
9350.19;2384.71;-4.146
9355.18;2384.80;-4.146
9360.17;2384.74;-4.146
